book_id,short_ai_summary,long_ai_summary,recommendation_reason,search_text
65,"Beach Read by Emily Henry — Contemporary Romance exploring grief, rivalry.","Beach Read, written by Emily Henry and first published in 2020, is a romance work (Contemporary Romance) set against a backdrop of USA during Present Day. Two rival writers with writer's block, one a cynic and one a romantic, swap genres for the summer and end up rewriting their assumptions about love. Readers drawn to grief, rivalry, romance, self-discovery, writing will find this book especially rewarding, and it is commonly recommended for General Readers looking for a romantic/emotional reading experience at a beginner difficulty level.","Recommended for readers who enjoy romantic romance with a conversational style, especially fans of themes like grief, rivalry.","Beach Read | Emily Henry | Romance | Contemporary Romance | Two rival writers with writer's block, one a cynic and one a romantic, swap genres for the summer and end up rewriting their assumptions about love. | beach, contemporary, grief, read, rivalry, romance, self-discovery, writing | Emotional, Romantic, grief, rivalry, romance, self-discovery, writing | grief, rivalry, romance, self-discovery, writing"
66,"The Girl with the Dragon Tattoo by Stieg Larsson — Crime Thriller exploring corruption, family secrets.","The Girl with the Dragon Tattoo, written by Stieg Larsson and first published in 2005, is a mystery work (Crime Thriller) set against a backdrop of Sweden during Present Day. A disgraced journalist and a brilliant hacker investigate a decades-old disappearance, uncovering a trail of corporate corruption and violence. Readers drawn to corruption, family secrets, hacking, journalism, murder will find this book especially rewarding, and it is commonly recommended for General Readers looking for a educational reading experience at a intermediate difficulty level.","Recommended for readers who enjoy educational mystery with a narrative style, especially fans of themes like corruption, family secrets.","The Girl with the Dragon Tattoo | Stieg Larsson | Mystery | Crime Thriller | A disgraced journalist and a brilliant hacker investigate a decades-old disappearance, uncovering a trail of corporate corruption and violence. | corruption, crime, dragon, family secrets, girl, hacking, journalism, murder, mystery, tattoo, thriller, with | Educational, corruption, family secrets, hacking, journalism, murder | corruption, family secrets, hacking, journalism, murder"
67,"The Silence of the Lambs by Thomas Harris — Psychological Thriller exploring FBI, crime.","The Silence of the Lambs, written by Thomas Harris and first published in 1988, is a mystery work (Psychological Thriller) set against a backdrop of USA during 1980s. A young FBI trainee seeks the counsel of an imprisoned cannibalistic psychiatrist to catch a serial killer skinning his female victims. Readers drawn to FBI, crime, manipulation, psychology, serial killer will find this book especially rewarding, and it is commonly recommended for General Readers looking for a educational reading experience at a intermediate difficulty level.","Recommended for readers who enjoy educational mystery with a narrative style, especially fans of themes like FBI, crime.","The Silence of the Lambs | Thomas Harris | Mystery | Psychological Thriller | A young FBI trainee seeks the counsel of an imprisoned cannibalistic psychiatrist to catch a serial killer skinning his female victims. | crime, fbi, lambs, manipulation, mystery, psychological, psychology, serial killer, silence, thriller | Educational, FBI, crime, manipulation, psychology, serial killer | FBI, crime, manipulation, psychology, serial killer"
68,"Mistborn: The Final Empire by Brandon Sanderson — Epic Fantasy exploring empire, heist.","Mistborn: The Final Empire, written by Brandon Sanderson and first published in 2006, is a fantasy work (Epic Fantasy) set against a backdrop of Fantasy World during Fantasy Era. In a world where ash falls from the sky and an immortal emperor rules through terror, a street urchin with rare magical powers joins a heist to topple him. Readers drawn to empire, heist, magic, prophecy, rebellion will find this book especially rewarding, and it is commonly recommended for General Readers looking for a mysterious/inspirational reading experience at a intermediate difficulty level.","Recommended for readers who enjoy mysterious fantasy with a narrative style, especially fans of themes like empire, heist.","Mistborn: The Final Empire | Brandon Sanderson | Fantasy | Epic Fantasy | In a world where ash falls from the sky and an immortal emperor rules through terror, a street urchin with rare magical powers joins a heist to topple him. | empire, epic, fantasy, final, heist, magic, mistborn, prophecy, rebellion | Inspirational, Mysterious, empire, heist, magic, prophecy, rebellion | empire, heist, magic, prophecy, rebellion"
69,"The Left Hand of Darkness by Ursula K. Le Guin — Social Science Fiction exploring alien culture, diplomacy.","The Left Hand of Darkness, written by Ursula K. Le Guin and first published in 1969, is a science fiction work (Social Science Fiction) set against a backdrop of Fictional Planet during Future. An envoy from an interstellar alliance navigates the politics of a wintry planet whose inhabitants have no fixed gender, challenging his assumptions. Readers drawn to alien culture, diplomacy, gender, identity, politics will find this book especially rewarding, and it is commonly recommended for General Readers, Engineers looking for a suspenseful/thrilling reading experience at a intermediate difficulty level.","Recommended for readers who enjoy suspenseful science fiction with a narrative style, especially fans of themes like alien culture, diplomacy.","The Left Hand of Darkness | Ursula K. Le Guin | Science Fiction | Social Science Fiction | An envoy from an interstellar alliance navigates the politics of a wintry planet whose inhabitants have no fixed gender, challenging his assumptions. | alien culture, darkness, diplomacy, fiction, gender, hand, identity, left, politics, science, social | Suspenseful, Thrilling, alien culture, diplomacy, gender, identity, politics | alien culture, diplomacy, gender, identity, politics"
70,"Foundation by Isaac Asimov — Space Opera exploring civilization, empire.","Foundation, written by Isaac Asimov and first published in 1951, is a science fiction work (Space Opera) set against a backdrop of Galactic Empire during Far Future. A mathematician predicts the fall of a galactic empire and establishes a foundation to preserve knowledge and shorten the coming dark age. Readers drawn to civilization, empire, politics, prediction, science will find this book especially rewarding, and it is commonly recommended for General Readers, Engineers looking for a suspenseful/thrilling reading experience at a intermediate difficulty level.","Recommended for readers who enjoy suspenseful science fiction with a narrative style, especially fans of themes like civilization, empire.","Foundation | Isaac Asimov | Science Fiction | Space Opera | A mathematician predicts the fall of a galactic empire and establishes a foundation to preserve knowledge and shorten the coming dark age. | civilization, empire, fiction, foundation, opera, politics, prediction, science, space | Suspenseful, Thrilling, civilization, empire, politics, prediction, science | civilization, empire, politics, prediction, science"
71,"The Haunting of Hill House by Shirley Jackson — Gothic Horror exploring haunted house, isolation.","The Haunting of Hill House, written by Shirley Jackson and first published in 1959, is a horror work (Gothic Horror) set against a backdrop of USA during 1950s. Four strangers investigating paranormal activity at a notoriously haunted mansion find the house's influence preying on their sanity, one by one. Readers drawn to haunted house, isolation, psychological horror, sanity, supernatural will find this book especially rewarding, and it is commonly recommended for General Readers looking for a dark/suspenseful reading experience at a intermediate difficulty level.","Recommended for readers who enjoy dark horror with a fast-paced style, especially fans of themes like haunted house, isolation.","The Haunting of Hill House | Shirley Jackson | Horror | Gothic Horror | Four strangers investigating paranormal activity at a notoriously haunted mansion find the house's influence preying on their sanity, one by one. | gothic, haunted house, haunting, hill, horror, house, isolation, psychological horror, sanity, supernatural | Dark, Suspenseful, haunted house, isolation, psychological horror, sanity, supernatural | haunted house, isolation, psychological horror, sanity, supernatural"
72,"Rosemary's Baby by Ira Levin — Psychological Horror exploring cults, marriage.","Rosemary's Baby, written by Ira Levin and first published in 1967, is a horror work (Psychological Horror) set against a backdrop of USA during 1960s. A young wife in Manhattan grows suspicious that her eccentric neighbors and her own husband are part of a satanic plot involving her unborn child. Readers drawn to cults, marriage, paranoia, pregnancy, the occult will find this book especially rewarding, and it is commonly recommended for General Readers looking for a dark/suspenseful reading experience at a intermediate difficulty level.","Recommended for readers who enjoy dark horror with a fast-paced style, especially fans of themes like cults, marriage.","Rosemary's Baby | Ira Levin | Horror | Psychological Horror | A young wife in Manhattan grows suspicious that her eccentric neighbors and her own husband are part of a satanic plot involving her unborn child. | baby, cults, horror, marriage, paranoia, pregnancy, psychological, rosemary, the occult | Dark, Suspenseful, cults, marriage, paranoia, pregnancy, the occult | cults, marriage, paranoia, pregnancy, the occult"
73,"The Giving Tree by Shel Silverstein — Picture Book exploring generosity, growing up.","The Giving Tree, written by Shel Silverstein and first published in 1964, is a children work (Picture Book) set against a backdrop of its story world during Timeless. A tree gives everything it has, again and again, to a boy across his lifetime, in a spare parable about generosity and selflessness. Readers drawn to generosity, growing up, love, nature, sacrifice will find this book especially rewarding, and it is commonly recommended for General Readers looking for a educational reading experience at a intermediate difficulty level.","Recommended for readers who enjoy educational children with a narrative style, especially fans of themes like generosity, growing up.","The Giving Tree | Shel Silverstein | Children | Picture Book | A tree gives everything it has, again and again, to a boy across his lifetime, in a spare parable about generosity and selflessness. | book, children, generosity, giving, growing up, love, nature, picture, sacrifice, tree | Educational, generosity, growing up, love, nature, sacrifice | generosity, growing up, love, nature, sacrifice"
74,"Diary of a Wimpy Kid by Jeff Kinney — Middle Grade exploring family, friendship.","Diary of a Wimpy Kid, written by Jeff Kinney and first published in 2007, is a children work (Middle Grade) set against a backdrop of USA during Present Day. A middle-schooler's illustrated diary chronicles the awkward, funny mishaps of surviving school, friendships, and family with wry self-deprecation. Readers drawn to family, friendship, growing up, humor, school will find this book especially rewarding, and it is commonly recommended for General Readers looking for a educational reading experience at a intermediate difficulty level.","Recommended for readers who enjoy educational children with a narrative style, especially fans of themes like family, friendship.","Diary of a Wimpy Kid | Jeff Kinney | Children | Middle Grade | A middle-schooler's illustrated diary chronicles the awkward, funny mishaps of surviving school, friendships, and family with wry self-deprecation. | children, diary, family, friendship, grade, growing up, humor, middle, school, wimpy | Educational, family, friendship, growing up, humor, school | family, friendship, growing up, humor, school"
75,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe by C.S. Lewis — Fantasy exploring adventure, good vs evil.","The Chronicles of Narnia: The Lion, the Witch and the Wardrobe, written by C.S. Lewis and first published in 1950, is a children work (Fantasy) set against a backdrop of Fantasy World during 1940s/Timeless. Four siblings step through a magical wardrobe into the snowbound land of Narnia, where they must help a lion king overthrow an eternal winter. Readers drawn to adventure, good vs evil, magic, sacrifice, siblings will find this book especially rewarding, and it is commonly recommended for General Readers looking for a educational reading experience at a intermediate difficulty level.","Recommended for readers who enjoy educational children with a narrative style, especially fans of themes like adventure, good vs evil.","The Chronicles of Narnia: The Lion, the Witch and the Wardrobe | C.S. Lewis | Children | Fantasy | Four siblings step through a magical wardrobe into the snowbound land of Narnia, where they must help a lion king overthrow an eternal winter. | adventure, children, chronicles, fantasy, good vs evil, lion, magic, narnia, sacrifice, siblings, wardrobe, witch | Educational, adventure, good vs evil, magic, sacrifice, siblings | adventure, good vs evil, magic, sacrifice, siblings"
76,"Zero to One by Peter Thiel — Entrepreneurship exploring entrepreneurship, innovation.","Zero to One, written by Peter Thiel and first published in 2014, is a business work (Entrepreneurship) set against a backdrop of its story world during Present Day. A contrarian guide to building breakthrough companies, arguing true progress comes from creating something new rather than copying what already works. Readers drawn to entrepreneurship, innovation, monopoly, startups, technology will find this book especially rewarding, and it is commonly recommended for Professionals, Students looking for a educational/inspirational reading experience at a intermediate difficulty level.","Recommended for readers who enjoy educational business with a conversational style, especially fans of themes like entrepreneurship, innovation.","Zero to One | Peter Thiel | Business | Entrepreneurship | A contrarian guide to building breakthrough companies, arguing true progress comes from creating something new rather than copying what already works. | business, entrepreneurship, innovation, monopoly, startups, technology, zero | Educational, Inspirational, entrepreneurship, innovation, monopoly, startups, technology | entrepreneurship, innovation, monopoly, startups, technology"
77,"Good to Great by Jim Collins — Management exploring business strategy, discipline.","Good to Great, written by Jim Collins and first published in 2001, is a business work (Management) set against a backdrop of its story world during Present Day. A research-driven study of companies that achieved sustained excellence, identifying leadership and discipline traits that separate good from great. Readers drawn to business strategy, discipline, growth, leadership, management will find this book especially rewarding, and it is commonly recommended for Professionals, Students looking for a educational/inspirational reading experience at a intermediate difficulty level.","Recommended for readers who enjoy educational business with a conversational style, especially fans of themes like business strategy, discipline.","Good to Great | Jim Collins | Business | Management | A research-driven study of companies that achieved sustained excellence, identifying leadership and discipline traits that separate good from great. | business, business strategy, discipline, good, great, growth, leadership, management | Educational, Inspirational, business strategy, discipline, growth, leadership, management | business strategy, discipline, growth, leadership, management"
78,"Divergent by Veronica Roth — Dystopian exploring coming-of-age, dystopia.","Divergent, written by Veronica Roth and first published in 2011, is a young adult work (Dystopian) set against a backdrop of USA during Post-Apocalyptic. In a future Chicago divided into rigid personality factions, a girl who doesn't fit any single category discovers a conspiracy threatening her world. Readers drawn to coming-of-age, dystopia, factions, identity, rebellion will find this book especially rewarding, and it is commonly recommended for Students, General Readers looking for a emotional/heartwarming reading experience at a beginner difficulty level.","Recommended for readers who enjoy emotional young adult with a fast-paced style, especially fans of themes like coming-of-age, dystopia.","Divergent | Veronica Roth | Young Adult | Dystopian | In a future Chicago divided into rigid personality factions, a girl who doesn't fit any single category discovers a conspiracy threatening her world. | adult, coming-of-age, divergent, dystopia, dystopian, factions, identity, rebellion, young | Emotional, Heartwarming, coming-of-age, dystopia, factions, identity, rebellion | coming-of-age, dystopia, factions, identity, rebellion"
79,"Six of Crows by Leigh Bardugo — Fantasy exploring crime, found family.","Six of Crows, written by Leigh Bardugo and first published in 2015, is a young adult work (Fantasy) set against a backdrop of Fantasy World during Fantasy Era. A crew of six dangerous outcasts is recruited for a seemingly impossible heist that could make them rich — or get them all killed. Readers drawn to crime, found family, heist, loyalty, magic will find this book especially rewarding, and it is commonly recommended for Students, General Readers looking for a emotional/heartwarming reading experience at a beginner difficulty level.","Recommended for readers who enjoy emotional young adult with a fast-paced style, especially fans of themes like crime, found family.","Six of Crows | Leigh Bardugo | Young Adult | Fantasy | A crew of six dangerous outcasts is recruited for a seemingly impossible heist that could make them rich — or get them all killed. | adult, crime, crows, fantasy, found family, heist, loyalty, magic, young | Emotional, Heartwarming, crime, found family, heist, loyalty, magic | crime, found family, heist, loyalty, magic"
80,"Salt, Fat, Acid, Heat by Samin Nosrat — Culinary Reference exploring cooking, culinary technique.","Salt, Fat, Acid, Heat, written by Samin Nosrat and first published in 2017, is a cooking work (Culinary Reference) set against a backdrop of its story world during Present Day. A chef breaks cooking down into four foundational elements, teaching intuition over recipes so readers can cook confidently from any cuisine. Readers drawn to cooking, culinary technique, flavor, food science, recipes will find this book especially rewarding, and it is commonly recommended for General Readers looking for a educational reading experience at a intermediate difficulty level.","Recommended for readers who enjoy educational cooking with a narrative style, especially fans of themes like cooking, culinary technique.","Salt, Fat, Acid, Heat | Samin Nosrat | Cooking | Culinary Reference | A chef breaks cooking down into four foundational elements, teaching intuition over recipes so readers can cook confidently from any cuisine. | acid, cooking, culinary, culinary technique, flavor, food science, heat, recipes, reference, salt | Educational, cooking, culinary technique, flavor, food science, recipes | cooking, culinary technique, flavor, food science, recipes"
81,"Into the Wild by Jon Krakauer — Adventure/True Story exploring adventure, idealism.","Into the Wild, written by Jon Krakauer and first published in 1996, is a nonfiction work (Adventure/True Story) set against a backdrop of USA during 1990s. A journalist reconstructs the final journey of a young man who gave away his savings and walked into the Alaskan wilderness, where he starved to death. Readers drawn to adventure, idealism, isolation, true story, wilderness will find this book especially rewarding, and it is commonly recommended for Students, Professionals, Researchers looking for a educational/inspirational reading experience at a intermediate difficulty level.","Recommended for readers who enjoy educational nonfiction with a academic style, especially fans of themes like adventure, idealism.","Into the Wild | Jon Krakauer | Nonfiction | Adventure/True Story | A journalist reconstructs the final journey of a young man who gave away his savings and walked into the Alaskan wilderness, where he starved to death. | adventure, idealism, into, isolation, nonfiction, story, true, true story, wild, wilderness | Educational, Inspirational, adventure, idealism, isolation, true story, wilderness | adventure, idealism, isolation, true story, wilderness"
82,"Maus by Art Spiegelman — Historical exploring Holocaust, World War II.","Maus, written by Art Spiegelman and first published in 1980, is a graphic novel work (Historical) set against a backdrop of Poland/USA during 1930s-1980s. A graphic memoir depicting the author's father's experience surviving the Holocaust, rendered with Jews as mice and Nazis as cats. Readers drawn to Holocaust, World War II, family, memoir, trauma will find this book especially rewarding, and it is commonly recommended for General Readers looking for a educational reading experience at a intermediate difficulty level.","Recommended for readers who enjoy educational graphic novel with a narrative style, especially fans of themes like Holocaust, World War II.","Maus | Art Spiegelman | Graphic Novel | Historical | A graphic memoir depicting the author's father's experience surviving the Holocaust, rendered with Jews as mice and Nazis as cats. | family, graphic, historical, holocaust, maus, memoir, novel, trauma, world war ii | Educational, Holocaust, World War II, family, memoir, trauma | Holocaust, World War II, family, memoir, trauma"
83,"Watchmen by Alan Moore, Dave Gibbons — Superhero/Deconstruction exploring Cold War, conspiracy.","Watchmen, written by Alan Moore, Dave Gibbons and first published in 1987, is a graphic novel work (Superhero/Deconstruction) set against a backdrop of USA during 1980s. A murder investigation among retired vigilantes unravels a conspiracy that deconstructs the superhero genre against the backdrop of nuclear paranoia. Readers drawn to Cold War, conspiracy, morality, superheroes, vigilantism will find this book especially rewarding, and it is commonly recommended for General Readers looking for a educational reading experience at a intermediate difficulty level.","Recommended for readers who enjoy educational graphic novel with a narrative style, especially fans of themes like Cold War, conspiracy.","Watchmen | Alan Moore, Dave Gibbons | Graphic Novel | Superhero/Deconstruction | A murder investigation among retired vigilantes unravels a conspiracy that deconstructs the superhero genre against the backdrop of nuclear paranoia. | cold war, conspiracy, deconstruction, graphic, morality, novel, superhero, superheroes, vigilantism, watchmen | Cold War, Educational, conspiracy, morality, superheroes, vigilantism | Cold War, conspiracy, morality, superheroes, vigilantism"
84,"Things Fall Apart by Chinua Achebe — African Literature exploring Africa, colonialism.","Things Fall Apart, written by Chinua Achebe and first published in 1958, is a classics work (African Literature) set against a backdrop of Nigeria during 1890s. A respected Igbo leader's world unravels as British colonialism and Christian missionaries disrupt the traditions and values of his village. Readers drawn to Africa, colonialism, identity, masculinity, tradition will find this book especially rewarding, and it is commonly recommended for Students, Researchers, General Readers looking for a thought-provoking/dark reading experience at a advanced difficulty level.","Recommended for readers who enjoy thought-provoking classics with a poetic style, especially fans of themes like Africa, colonialism.","Things Fall Apart | Chinua Achebe | Classics | African Literature | A respected Igbo leader's world unravels as British colonialism and Christian missionaries disrupt the traditions and values of his village. | africa, african, apart, classics, colonialism, fall, identity, literature, masculinity, things, tradition | Africa, Dark, Thought-provoking, colonialism, identity, masculinity, tradition | Africa, colonialism, identity, masculinity, tradition"
